generator,timepoint,DispatchGen_MW
cats_526,2035-01-01T11:00:00.000000-0800,0.0
cats_527,2035-01-01T11:00:00.000000-0800,0.0
cats_528,2035-01-01T11:00:00.000000-0800,0.0
cats_529,2035-01-01T11:00:00.000000-0800,0.0
cats_530,2035-01-01T11:00:00.000000-0800,0.0
cats_531,2035-01-01T11:00:00.000000-0800,0.0
cats_532,2035-01-01T11:00:00.000000-0800,0.0
cats_533,2035-01-01T11:00:00.000000-0800,0.0
cats_534,2035-01-01T11:00:00.000000-0800,0.0
cats_535,2035-01-01T11:00:00.000000-0800,0.0
cats_536,2035-01-01T11:00:00.000000-0800,0.0
cats_537,2035-01-01T11:00:00.000000-0800,0.0
cats_538,2035-01-01T11:00:00.000000-0800,0.0
cats_539,2035-01-01T11:00:00.000000-0800,0.0
cats_540,2035-01-01T11:00:00.000000-0800,0.0
cats_541,2035-01-01T11:00:00.000000-0800,0.0
cats_542,2035-01-01T11:00:00.000000-0800,0.0
cats_543,2035-01-01T11:00:00.000000-0800,0.0
cats_544,2035-01-01T11:00:00.000000-0800,0.0
cats_545,2035-01-01T11:00:00.000000-0800,0.0
cats_546,2035-01-01T11:00:00.000000-0800,0.0
cats_547,2035-01-01T11:00:00.000000-0800,0.0
cats_548,2035-01-01T11:00:00.000000-0800,0.0
cats_549,2035-01-01T11:00:00.000000-0800,0.0
cats_550,2035-01-01T11:00:00.000000-0800,0.0
cats_551,2035-01-01T11:00:00.000000-0800,0.0
cats_552,2035-01-01T11:00:00.000000-0800,12.1
cats_553,2035-01-01T11:00:00.000000-0800,0.5
cats_554,2035-01-01T11:00:00.000000-0800,0.5
cats_555,2035-01-01T11:00:00.000000-0800,1.0
cats_556,2035-01-01T11:00:00.000000-0800,0.0
cats_557,2035-01-01T11:00:00.000000-0800,1.4
cats_558,2035-01-01T11:00:00.000000-0800,31.0
cats_559,2035-01-01T11:00:00.000000-0800,48.6
cats_560,2035-01-01T11:00:00.000000-0800,48.6
cats_561,2035-01-01T11:00:00.000000-0800,117.9
cats_562,2035-01-01T11:00:00.000000-0800,33.0
cats_563,2035-01-01T11:00:00.000000-0800,40.0
cats_564,2035-01-01T11:00:00.000000-0800,23.8
cats_565,2035-01-01T11:00:00.000000-0800,25.0
cats_566,2035-01-01T11:00:00.000000-0800,25.0
cats_567,2035-01-01T11:00:00.000000-0800,60.3
cats_568,2035-01-01T11:00:00.000000-0800,57.6
cats_569,2035-01-01T11:00:00.000000-0800,0.0
cats_570,2035-01-01T11:00:00.000000-0800,12.1
cats_571,2035-01-01T11:00:00.000000-0800,0.7
cats_572,2035-01-01T11:00:00.000000-0800,0.7
cats_573,2035-01-01T11:00:00.000000-0800,36.9
cats_574,2035-01-01T11:00:00.000000-0800,36.9
cats_575,2035-01-01T11:00:00.000000-0800,0.0
cats_576,2035-01-01T11:00:00.000000-0800,5.5
cats_577,2035-01-01T11:00:00.000000-0800,12.0
cats_578,2035-01-01T11:00:00.000000-0800,12.0
cats_579,2035-01-01T11:00:00.000000-0800,12.0
cats_580,2035-01-01T11:00:00.000000-0800,13.20000000000001
cats_581,2035-01-01T11:00:00.000000-0800,53.1
cats_582,2035-01-01T11:00:00.000000-0800,22.0
cats_583,2035-01-01T11:00:00.000000-0800,10.0
cats_584,2035-01-01T11:00:00.000000-0800,32.3
cats_585,2035-01-01T11:00:00.000000-0800,35.1
cats_586,2035-01-01T11:00:00.000000-0800,35.1
cats_587,2035-01-01T11:00:00.000000-0800,67.5
cats_588,2035-01-01T11:00:00.000000-0800,67.5
cats_589,2035-01-01T11:00:00.000000-0800,0.0
cats_590,2035-01-01T11:00:00.000000-0800,10.0
cats_591,2035-01-01T11:00:00.000000-0800,10.0
cats_592,2035-01-01T11:00:00.000000-0800,85.1
cats_593,2035-01-01T11:00:00.000000-0800,83.5
cats_594,2035-01-01T11:00:00.000000-0800,48.6
cats_595,2035-01-01T11:00:00.000000-0800,3.4
cats_596,2035-01-01T11:00:00.000000-0800,3.6
cats_597,2035-01-01T11:00:00.000000-0800,0.0
cats_598,2035-01-01T11:00:00.000000-0800,1.6
cats_599,2035-01-01T11:00:00.000000-0800,34.6
cats_600,2035-01-01T11:00:00.000000-0800,34.6
cats_601,2035-01-01T11:00:00.000000-0800,26.7
cats_602,2035-01-01T11:00:00.000000-0800,26.7
cats_603,2035-01-01T11:00:00.000000-0800,26.7
cats_604,2035-01-01T11:00:00.000000-0800,51.7
cats_605,2035-01-01T11:00:00.000000-0800,51.7
cats_606,2035-01-01T11:00:00.000000-0800,38.2
cats_607,2035-01-01T11:00:00.000000-0800,38.2
cats_608,2035-01-01T11:00:00.000000-0800,33.2
cats_609,2035-01-01T11:00:00.000000-0800,32.0
cats_610,2035-01-01T11:00:00.000000-0800,39.60000000000001
cats_611,2035-01-01T11:00:00.000000-0800,39.6
cats_612,2035-01-01T11:00:00.000000-0800,57.6
cats_613,2035-01-01T11:00:00.000000-0800,52.2
cats_614,2035-01-01T11:00:00.000000-0800,71.4
cats_615,2035-01-01T11:00:00.000000-0800,0.0
cats_616,2035-01-01T11:00:00.000000-0800,63.0
cats_617,2035-01-01T11:00:00.000000-0800,63.0
cats_618,2035-01-01T11:00:00.000000-0800,2.8
cats_619,2035-01-01T11:00:00.000000-0800,12.300000000000002
cats_620,2035-01-01T11:00:00.000000-0800,29.7
cats_621,2035-01-01T11:00:00.000000-0800,6.7
cats_622,2035-01-01T11:00:00.000000-0800,7.0
cats_623,2035-01-01T11:00:00.000000-0800,3.7
cats_624,2035-01-01T11:00:00.000000-0800,6.6
cats_625,2035-01-01T11:00:00.000000-0800,6.0
cats_626,2035-01-01T11:00:00.000000-0800,81.9
cats_627,2035-01-01T11:00:00.000000-0800,25.5
cats_628,2035-01-01T11:00:00.000000-0800,26.7
cats_629,2035-01-01T11:00:00.000000-0800,13.6
cats_630,2035-01-01T11:00:00.000000-0800,13.6
cats_631,2035-01-01T11:00:00.000000-0800,2.8
cats_632,2035-01-01T11:00:00.000000-0800,3.2
cats_633,2035-01-01T11:00:00.000000-0800,3.2
cats_634,2035-01-01T11:00:00.000000-0800,3.2
cats_635,2035-01-01T11:00:00.000000-0800,3.2
cats_636,2035-01-01T11:00:00.000000-0800,10.0
cats_637,2035-01-01T11:00:00.000000-0800,10.0
cats_638,2035-01-01T11:00:00.000000-0800,13.5
cats_639,2035-01-01T11:00:00.000000-0800,13.5
cats_640,2035-01-01T11:00:00.000000-0800,0.5
cats_641,2035-01-01T11:00:00.000000-0800,0.4
cats_642,2035-01-01T11:00:00.000000-0800,1.2
cats_643,2035-01-01T11:00:00.000000-0800,18.0
cats_644,2035-01-01T11:00:00.000000-0800,2.0
cats_645,2035-01-01T11:00:00.000000-0800,2.0
cats_646,2035-01-01T11:00:00.000000-0800,19.8
cats_647,2035-01-01T11:00:00.000000-0800,15.8
cats_648,2035-01-01T11:00:00.000000-0800,21.6
cats_649,2035-01-01T11:00:00.000000-0800,31.2
cats_650,2035-01-01T11:00:00.000000-0800,15.8
cats_651,2035-01-01T11:00:00.000000-0800,15.8
cats_652,2035-01-01T11:00:00.000000-0800,17.5
cats_653,2035-01-01T11:00:00.000000-0800,17.5
cats_654,2035-01-01T11:00:00.000000-0800,34.0
cats_655,2035-01-01T11:00:00.000000-0800,34.0
cats_656,2035-01-01T11:00:00.000000-0800,36.0
cats_657,2035-01-01T11:00:00.000000-0800,36.5
cats_658,2035-01-01T11:00:00.000000-0800,50.0
cats_659,2035-01-01T11:00:00.000000-0800,50.0
cats_660,2035-01-01T11:00:00.000000-0800,30.0
cats_661,2035-01-01T11:00:00.000000-0800,2.5
cats_662,2035-01-01T11:00:00.000000-0800,2.5
cats_663,2035-01-01T11:00:00.000000-0800,2.3
cats_664,2035-01-01T11:00:00.000000-0800,2.8
cats_665,2035-01-01T11:00:00.000000-0800,2.8
cats_666,2035-01-01T11:00:00.000000-0800,2.8
cats_667,2035-01-01T11:00:00.000000-0800,1.0
cats_668,2035-01-01T11:00:00.000000-0800,1.0000000000000004
cats_669,2035-01-01T11:00:00.000000-0800,2.0
cats_670,2035-01-01T11:00:00.000000-0800,2.2
cats_671,2035-01-01T11:00:00.000000-0800,2.0
cats_672,2035-01-01T11:00:00.000000-0800,2.0
cats_673,2035-01-01T11:00:00.000000-0800,2.5
cats_674,2035-01-01T11:00:00.000000-0800,1.6
cats_675,2035-01-01T11:00:00.000000-0800,1.5
cats_676,2035-01-01T11:00:00.000000-0800,1.5
cats_677,2035-01-01T11:00:00.000000-0800,1.8
cats_678,2035-01-01T11:00:00.000000-0800,2.3
cats_679,2035-01-01T11:00:00.000000-0800,20.5
cats_680,2035-01-01T11:00:00.000000-0800,19.8
cats_681,2035-01-01T11:00:00.000000-0800,6.600000000000002
cats_682,2035-01-01T11:00:00.000000-0800,6.6
cats_683,2035-01-01T11:00:00.000000-0800,6.6
cats_684,2035-01-01T11:00:00.000000-0800,6.6
cats_685,2035-01-01T11:00:00.000000-0800,1.5
cats_686,2035-01-01T11:00:00.000000-0800,1.5
cats_687,2035-01-01T11:00:00.000000-0800,95.0
cats_688,2035-01-01T11:00:00.000000-0800,95.0
cats_689,2035-01-01T11:00:00.000000-0800,11.3
cats_690,2035-01-01T11:00:00.000000-0800,10.8
cats_691,2035-01-01T11:00:00.000000-0800,5.9
cats_692,2035-01-01T11:00:00.000000-0800,7.2
cats_693,2035-01-01T11:00:00.000000-0800,3.1
cats_694,2035-01-01T11:00:00.000000-0800,7.5
cats_695,2035-01-01T11:00:00.000000-0800,7.5
cats_696,2035-01-01T11:00:00.000000-0800,8.6
cats_697,2035-01-01T11:00:00.000000-0800,78.40000000000002
cats_698,2035-01-01T11:00:00.000000-0800,78.4
cats_699,2035-01-01T11:00:00.000000-0800,50.0
cats_700,2035-01-01T11:00:00.000000-0800,50.0
cats_701,2035-01-01T11:00:00.000000-0800,39.5
cats_702,2035-01-01T11:00:00.000000-0800,39.5
cats_703,2035-01-01T11:00:00.000000-0800,36.5
cats_704,2035-01-01T11:00:00.000000-0800,5.0
cats_705,2035-01-01T11:00:00.000000-0800,5.0
cats_706,2035-01-01T11:00:00.000000-0800,4.8
cats_707,2035-01-01T11:00:00.000000-0800,4.4
cats_708,2035-01-01T11:00:00.000000-0800,10.0
cats_709,2035-01-01T11:00:00.000000-0800,9.6
cats_710,2035-01-01T11:00:00.000000-0800,16.5
cats_711,2035-01-01T11:00:00.000000-0800,16.5
cats_712,2035-01-01T11:00:00.000000-0800,3.2
cats_713,2035-01-01T11:00:00.000000-0800,37.5
cats_714,2035-01-01T11:00:00.000000-0800,8.8
cats_715,2035-01-01T11:00:00.000000-0800,37.5
cats_716,2035-01-01T11:00:00.000000-0800,3.2
cats_717,2035-01-01T11:00:00.000000-0800,2.8
cats_718,2035-01-01T11:00:00.000000-0800,37.5
cats_719,2035-01-01T11:00:00.000000-0800,94.5
cats_720,2035-01-01T11:00:00.000000-0800,9.0
cats_721,2035-01-01T11:00:00.000000-0800,44.0
cats_722,2035-01-01T11:00:00.000000-0800,27.3
cats_723,2035-01-01T11:00:00.000000-0800,10.0
cats_724,2035-01-01T11:00:00.000000-0800,72.0
cats_725,2035-01-01T11:00:00.000000-0800,11.7
cats_726,2035-01-01T11:00:00.000000-0800,11.7
cats_727,2035-01-01T11:00:00.000000-0800,6.5
cats_728,2035-01-01T11:00:00.000000-0800,41.9
cats_729,2035-01-01T11:00:00.000000-0800,10.0
cats_730,2035-01-01T11:00:00.000000-0800,0.0
cats_731,2035-01-01T11:00:00.000000-0800,15.3
cats_732,2035-01-01T11:00:00.000000-0800,61.20000000000001
cats_733,2035-01-01T11:00:00.000000-0800,61.2
cats_734,2035-01-01T11:00:00.000000-0800,0.0
cats_735,2035-01-01T11:00:00.000000-0800,79.2
cats_736,2035-01-01T11:00:00.000000-0800,2.7
cats_737,2035-01-01T11:00:00.000000-0800,78.9
cats_738,2035-01-01T11:00:00.000000-0800,78.9
cats_739,2035-01-01T11:00:00.000000-0800,80.8
cats_740,2035-01-01T11:00:00.000000-0800,80.8
cats_741,2035-01-01T11:00:00.000000-0800,74.1
cats_742,2035-01-01T11:00:00.000000-0800,25.5
cats_743,2035-01-01T11:00:00.000000-0800,133.0
cats_744,2035-01-01T11:00:00.000000-0800,133.0
cats_745,2035-01-01T11:00:00.000000-0800,0.0
cats_746,2035-01-01T11:00:00.000000-0800,59.8
cats_747,2035-01-01T11:00:00.000000-0800,59.8
cats_748,2035-01-01T11:00:00.000000-0800,78.3
cats_749,2035-01-01T11:00:00.000000-0800,78.3
cats_750,2035-01-01T11:00:00.000000-0800,117.00000000000001
cats_751,2035-01-01T11:00:00.000000-0800,117.0
cats_752,2035-01-01T11:00:00.000000-0800,117.0
cats_753,2035-01-01T11:00:00.000000-0800,0.0
cats_754,2035-01-01T11:00:00.000000-0800,45.5
cats_755,2035-01-01T11:00:00.000000-0800,45.5
cats_756,2035-01-01T11:00:00.000000-0800,45.5
cats_757,2035-01-01T11:00:00.000000-0800,34.3
cats_758,2035-01-01T11:00:00.000000-0800,1.2
cats_759,2035-01-01T11:00:00.000000-0800,3.3
cats_760,2035-01-01T11:00:00.000000-0800,66.2
cats_761,2035-01-01T11:00:00.000000-0800,66.2
cats_762,2035-01-01T11:00:00.000000-0800,66.2
cats_763,2035-01-01T11:00:00.000000-0800,77.2
cats_764,2035-01-01T11:00:00.000000-0800,77.2
cats_765,2035-01-01T11:00:00.000000-0800,39.0
cats_766,2035-01-01T11:00:00.000000-0800,39.0
cats_767,2035-01-01T11:00:00.000000-0800,39.0
cats_768,2035-01-01T11:00:00.000000-0800,6.7
cats_769,2035-01-01T11:00:00.000000-0800,6.7
cats_770,2035-01-01T11:00:00.000000-0800,142.0
cats_771,2035-01-01T11:00:00.000000-0800,142.0
cats_772,2035-01-01T11:00:00.000000-0800,142.0
cats_773,2035-01-01T11:00:00.000000-0800,142.0
cats_774,2035-01-01T11:00:00.000000-0800,142.0
cats_775,2035-01-01T11:00:00.000000-0800,2.0
cats_776,2035-01-01T11:00:00.000000-0800,2.0
cats_777,2035-01-01T11:00:00.000000-0800,30.0
cats_778,2035-01-01T11:00:00.000000-0800,30.0
cats_779,2035-01-01T11:00:00.000000-0800,30.0
cats_780,2035-01-01T11:00:00.000000-0800,30.0
cats_781,2035-01-01T11:00:00.000000-0800,90.0
cats_782,2035-01-01T11:00:00.000000-0800,90.0
cats_783,2035-01-01T11:00:00.000000-0800,70.0
cats_784,2035-01-01T11:00:00.000000-0800,70.0
cats_785,2035-01-01T11:00:00.000000-0800,157.5
cats_786,2035-01-01T11:00:00.000000-0800,157.5
cats_787,2035-01-01T11:00:00.000000-0800,46.7
cats_788,2035-01-01T11:00:00.000000-0800,0.7
cats_789,2035-01-01T11:00:00.000000-0800,0.7
cats_790,2035-01-01T11:00:00.000000-0800,2.9
cats_791,2035-01-01T11:00:00.000000-0800,2.9
cats_792,2035-01-01T11:00:00.000000-0800,1.9
cats_793,2035-01-01T11:00:00.000000-0800,5.9
cats_794,2035-01-01T11:00:00.000000-0800,4.1
cats_795,2035-01-01T11:00:00.000000-0800,4.4
cats_796,2035-01-01T11:00:00.000000-0800,7.2
cats_797,2035-01-01T11:00:00.000000-0800,10.0
cats_798,2035-01-01T11:00:00.000000-0800,3.6
cats_799,2035-01-01T11:00:00.000000-0800,3.6
cats_800,2035-01-01T11:00:00.000000-0800,3.6000000000000005
cats_801,2035-01-01T11:00:00.000000-0800,1.9
cats_802,2035-01-01T11:00:00.000000-0800,1.9
cats_803,2035-01-01T11:00:00.000000-0800,1.9
cats_804,2035-01-01T11:00:00.000000-0800,2.4
cats_805,2035-01-01T11:00:00.000000-0800,12.7
cats_806,2035-01-01T11:00:00.000000-0800,139.5
cats_807,2035-01-01T11:00:00.000000-0800,0.0
cats_808,2035-01-01T11:00:00.000000-0800,12.1
cats_809,2035-01-01T11:00:00.000000-0800,1.0
cats_810,2035-01-01T11:00:00.000000-0800,0.0
cats_811,2035-01-01T11:00:00.000000-0800,0.0
cats_812,2035-01-01T11:00:00.000000-0800,0.0
cats_813,2035-01-01T11:00:00.000000-0800,19.6
cats_814,2035-01-01T11:00:00.000000-0800,150.0
cats_815,2035-01-01T11:00:00.000000-0800,150.0
cats_816,2035-01-01T11:00:00.000000-0800,37.1
cats_817,2035-01-01T11:00:00.000000-0800,37.1
cats_818,2035-01-01T11:00:00.000000-0800,22.5
cats_819,2035-01-01T11:00:00.000000-0800,9.9
cats_820,2035-01-01T11:00:00.000000-0800,0.0
cats_821,2035-01-01T11:00:00.000000-0800,22.5
cats_822,2035-01-01T11:00:00.000000-0800,18.0
cats_823,2035-01-01T11:00:00.000000-0800,38.6
cats_824,2035-01-01T11:00:00.000000-0800,4.9
cats_825,2035-01-01T11:00:00.000000-0800,9.9
cats_826,2035-01-01T11:00:00.000000-0800,5.1
cats_827,2035-01-01T11:00:00.000000-0800,3.0
cats_828,2035-01-01T11:00:00.000000-0800,0.6
cats_829,2035-01-01T11:00:00.000000-0800,10.9
cats_830,2035-01-01T11:00:00.000000-0800,10.9
cats_831,2035-01-01T11:00:00.000000-0800,10.9
cats_832,2035-01-01T11:00:00.000000-0800,3.4
cats_833,2035-01-01T11:00:00.000000-0800,1.0
cats_834,2035-01-01T11:00:00.000000-0800,1.0
cats_835,2035-01-01T11:00:00.000000-0800,1.0
cats_836,2035-01-01T11:00:00.000000-0800,2.5
cats_837,2035-01-01T11:00:00.000000-0800,2.5
cats_838,2035-01-01T11:00:00.000000-0800,3.5
cats_839,2035-01-01T11:00:00.000000-0800,6.1
cats_840,2035-01-01T11:00:00.000000-0800,1.0
cats_841,2035-01-01T11:00:00.000000-0800,2.5
cats_842,2035-01-01T11:00:00.000000-0800,5.0
cats_843,2035-01-01T11:00:00.000000-0800,5.0
cats_844,2035-01-01T11:00:00.000000-0800,1.5
cats_845,2035-01-01T11:00:00.000000-0800,55.0
cats_846,2035-01-01T11:00:00.000000-0800,55.0
cats_847,2035-01-01T11:00:00.000000-0800,0.0
cats_848,2035-01-01T11:00:00.000000-0800,3.3
cats_849,2035-01-01T11:00:00.000000-0800,3.3
cats_850,2035-01-01T11:00:00.000000-0800,3.3
cats_851,2035-01-01T11:00:00.000000-0800,3.3
cats_852,2035-01-01T11:00:00.000000-0800,3.3
cats_853,2035-01-01T11:00:00.000000-0800,3.3
cats_854,2035-01-01T11:00:00.000000-0800,3.3
cats_855,2035-01-01T11:00:00.000000-0800,3.3
cats_856,2035-01-01T11:00:00.000000-0800,3.3
cats_857,2035-01-01T11:00:00.000000-0800,1.0
cats_858,2035-01-01T11:00:00.000000-0800,1.0
cats_859,2035-01-01T11:00:00.000000-0800,5.9
cats_860,2035-01-01T11:00:00.000000-0800,5.9
cats_861,2035-01-01T11:00:00.000000-0800,5.0
cats_862,2035-01-01T11:00:00.000000-0800,5.0
cats_863,2035-01-01T11:00:00.000000-0800,5.0
cats_864,2035-01-01T11:00:00.000000-0800,29.9
cats_865,2035-01-01T11:00:00.000000-0800,3.0
cats_866,2035-01-01T11:00:00.000000-0800,5.0
cats_867,2035-01-01T11:00:00.000000-0800,1.1
cats_868,2035-01-01T11:00:00.000000-0800,1.1
cats_869,2035-01-01T11:00:00.000000-0800,1.8
cats_870,2035-01-01T11:00:00.000000-0800,2.0
cats_871,2035-01-01T11:00:00.000000-0800,6.8
cats_872,2035-01-01T11:00:00.000000-0800,3.2
cats_873,2035-01-01T11:00:00.000000-0800,2.5
cats_874,2035-01-01T11:00:00.000000-0800,2.5
cats_875,2035-01-01T11:00:00.000000-0800,5.0
cats_876,2035-01-01T11:00:00.000000-0800,5.3
cats_877,2035-01-01T11:00:00.000000-0800,1.2
cats_878,2035-01-01T11:00:00.000000-0800,2.1
cats_879,2035-01-01T11:00:00.000000-0800,0.0
cats_880,2035-01-01T11:00:00.000000-0800,4.0
cats_881,2035-01-01T11:00:00.000000-0800,0.4
cats_882,2035-01-01T11:00:00.000000-0800,1.2
cats_883,2035-01-01T11:00:00.000000-0800,18.4
cats_884,2035-01-01T11:00:00.000000-0800,9.8
cats_885,2035-01-01T11:00:00.000000-0800,2.4
cats_886,2035-01-01T11:00:00.000000-0800,6.900000000000002
cats_887,2035-01-01T11:00:00.000000-0800,16.2
cats_888,2035-01-01T11:00:00.000000-0800,3.6
cats_889,2035-01-01T11:00:00.000000-0800,2.0
cats_890,2035-01-01T11:00:00.000000-0800,1.0
cats_891,2035-01-01T11:00:00.000000-0800,0.0
cats_892,2035-01-01T11:00:00.000000-0800,0.0
cats_893,2035-01-01T11:00:00.000000-0800,4.2
cats_894,2035-01-01T11:00:00.000000-0800,3.9
cats_895,2035-01-01T11:00:00.000000-0800,1.1
cats_896,2035-01-01T11:00:00.000000-0800,1.3
cats_897,2035-01-01T11:00:00.000000-0800,20.1
cats_898,2035-01-01T11:00:00.000000-0800,2.7
cats_899,2035-01-01T11:00:00.000000-0800,2.7
cats_900,2035-01-01T11:00:00.000000-0800,0.5
cats_901,2035-01-01T11:00:00.000000-0800,126.5
cats_902,2035-01-01T11:00:00.000000-0800,0.0
cats_903,2035-01-01T11:00:00.000000-0800,2.6
cats_904,2035-01-01T11:00:00.000000-0800,1.0
cats_905,2035-01-01T11:00:00.000000-0800,2.2
cats_906,2035-01-01T11:00:00.000000-0800,2.2
cats_907,2035-01-01T11:00:00.000000-0800,1.4
cats_908,2035-01-01T11:00:00.000000-0800,0.1
cats_909,2035-01-01T11:00:00.000000-0800,0.3
cats_910,2035-01-01T11:00:00.000000-0800,0.3
cats_911,2035-01-01T11:00:00.000000-0800,0.3
cats_912,2035-01-01T11:00:00.000000-0800,0.4
cats_1989,2035-01-01T11:00:00.000000-0800,27.5
cats_1990,2035-01-01T11:00:00.000000-0800,7.8661977234525295
cats_1991,2035-01-01T11:00:00.000000-0800,1159.0
cats_1992,2035-01-01T11:00:00.000000-0800,1164.0
cats_1993,2035-01-01T11:00:00.000000-0800,110.0
cats_1994,2035-01-01T11:00:00.000000-0800,110.0
cats_1995,2035-01-01T11:00:00.000000-0800,138.0
cats_1996,2035-01-01T11:00:00.000000-0800,113.0
cats_1997,2035-01-01T11:00:00.000000-0800,118.0
cats_1998,2035-01-01T11:00:00.000000-0800,118.0
cats_1999,2035-01-01T11:00:00.000000-0800,0.0
cats_2000,2035-01-01T11:00:00.000000-0800,0.0
cats_2001,2035-01-01T11:00:00.000000-0800,0.0
cats_2002,2035-01-01T11:00:00.000000-0800,0.0
cats_2003,2035-01-01T11:00:00.000000-0800,0.0
cats_2004,2035-01-01T11:00:00.000000-0800,0.0
cats_2005,2035-01-01T11:00:00.000000-0800,0.0
cats_2006,2035-01-01T11:00:00.000000-0800,55.0
cats_2007,2035-01-01T11:00:00.000000-0800,55.0
cats_2008,2035-01-01T11:00:00.000000-0800,55.0
cats_2009,2035-01-01T11:00:00.000000-0800,5.0
cats_2010,2035-01-01T11:00:00.000000-0800,5.0
cats_2011,2035-01-01T11:00:00.000000-0800,5.0
cats_2012,2035-01-01T11:00:00.000000-0800,5.0
cats_2013,2035-01-01T11:00:00.000000-0800,5.0
cats_2014,2035-01-01T11:00:00.000000-0800,5.0
cats_2015,2035-01-01T11:00:00.000000-0800,5.0
cats_2016,2035-01-01T11:00:00.000000-0800,5.0
cats_2017,2035-01-01T11:00:00.000000-0800,45.5
cats_2018,2035-01-01T11:00:00.000000-0800,45.5
cats_2019,2035-01-01T11:00:00.000000-0800,45.5
cats_2020,2035-01-01T11:00:00.000000-0800,53.9
cats_2021,2035-01-01T11:00:00.000000-0800,32.2
cats_2022,2035-01-01T11:00:00.000000-0800,30.0
cats_2023,2035-01-01T11:00:00.000000-0800,30.0
cats_2024,2035-01-01T11:00:00.000000-0800,30.0
cats_2025,2035-01-01T11:00:00.000000-0800,30.0
cats_2026,2035-01-01T11:00:00.000000-0800,30.0
cats_2027,2035-01-01T11:00:00.000000-0800,30.0
cats_2028,2035-01-01T11:00:00.000000-0800,30.0
cats_2029,2035-01-01T11:00:00.000000-0800,30.0
cats_2030,2035-01-01T11:00:00.000000-0800,10.0
cats_2031,2035-01-01T11:00:00.000000-0800,11.5
cats_2032,2035-01-01T11:00:00.000000-0800,5.0
cats_2033,2035-01-01T11:00:00.000000-0800,3.5
cats_2034,2035-01-01T11:00:00.000000-0800,0.0
cats_2035,2035-01-01T11:00:00.000000-0800,0.0
cats_2036,2035-01-01T11:00:00.000000-0800,30.1
cats_2037,2035-01-01T11:00:00.000000-0800,9.5
cats_2038,2035-01-01T11:00:00.000000-0800,12.5
cats_2039,2035-01-01T11:00:00.000000-0800,12.5
cats_2040,2035-01-01T11:00:00.000000-0800,16.0
cats_2041,2035-01-01T11:00:00.000000-0800,16.0
cats_2042,2035-01-01T11:00:00.000000-0800,0.0
cats_2043,2035-01-01T11:00:00.000000-0800,0.0
cats_2044,2035-01-01T11:00:00.000000-0800,52.0
cats_2045,2035-01-01T11:00:00.000000-0800,7.0
cats_2046,2035-01-01T11:00:00.000000-0800,3.5
cats_2047,2035-01-01T11:00:00.000000-0800,19.0
cats_2048,2035-01-01T11:00:00.000000-0800,47.5
cats_2049,2035-01-01T11:00:00.000000-0800,58.3
cats_2050,2035-01-01T11:00:00.000000-0800,11.5
cats_2051,2035-01-01T11:00:00.000000-0800,16.0
cats_2052,2035-01-01T11:00:00.000000-0800,16.0
cats_2053,2035-01-01T11:00:00.000000-0800,16.0
cats_2054,2035-01-01T11:00:00.000000-0800,16.0
cats_2055,2035-01-01T11:00:00.000000-0800,16.0
cats_2056,2035-01-01T11:00:00.000000-0800,55.0
cats_2057,2035-01-01T11:00:00.000000-0800,44.4
cats_2058,2035-01-01T11:00:00.000000-0800,1.2000000000000002
cats_2059,2035-01-01T11:00:00.000000-0800,1.2
cats_2060,2035-01-01T11:00:00.000000-0800,3.0
cats_2061,2035-01-01T11:00:00.000000-0800,1.5999999999999996
cats_2062,2035-01-01T11:00:00.000000-0800,1.1
cats_2063,2035-01-01T11:00:00.000000-0800,1.0
cats_2064,2035-01-01T11:00:00.000000-0800,1.4
cats_2065,2035-01-01T11:00:00.000000-0800,1.0
cats_2066,2035-01-01T11:00:00.000000-0800,1.0
cats_2067,2035-01-01T11:00:00.000000-0800,1.0
cats_2068,2035-01-01T11:00:00.000000-0800,6.8
cats_2069,2035-01-01T11:00:00.000000-0800,1.1
cats_2070,2035-01-01T11:00:00.000000-0800,0.6000000000000001
cats_2071,2035-01-01T11:00:00.000000-0800,0.6
cats_2072,2035-01-01T11:00:00.000000-0800,0.9
cats_2073,2035-01-01T11:00:00.000000-0800,0.8999999999999999
cats_2074,2035-01-01T11:00:00.000000-0800,1.5999999999999996
cats_2075,2035-01-01T11:00:00.000000-0800,1.6
cats_2076,2035-01-01T11:00:00.000000-0800,1.6
cats_2077,2035-01-01T11:00:00.000000-0800,1.6000000000000005
cats_2078,2035-01-01T11:00:00.000000-0800,3.0
cats_2079,2035-01-01T11:00:00.000000-0800,0.7999999999999998
cats_2080,2035-01-01T11:00:00.000000-0800,0.8
cats_2081,2035-01-01T11:00:00.000000-0800,0.8
cats_2082,2035-01-01T11:00:00.000000-0800,0.8000000000000003
cats_2083,2035-01-01T11:00:00.000000-0800,0.7999999999999998
